source,relation,target,attributes
entity:69692dbf3823,is_mentioned_in,chunk:text_f88cbaaed11bd0f4,"{""chunk_id"": ""text_f88cbaaed11bd0f4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:c2547d0f567b,is_mentioned_in,chunk:text_29872c0c058e58d4,"{""chunk_id"": ""text_29872c0c058e58d4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:013486324fdf,is_mentioned_in,chunk:text_f88cbaaed11bd0f4,"{""chunk_id"": ""text_f88cbaaed11bd0f4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:d49dba968f1e,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:7d48a06fb4fe,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:312351bff079,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:840e29418409,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:e228b2a30e39,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:578ed5a4eecf,is_mentioned_in,chunk:text_29872c0c058e58d4,"{""chunk_id"": ""text_29872c0c058e58d4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:07811dc6c422,is_mentioned_in,chunk:text_29872c0c058e58d4,"{""chunk_id"": ""text_29872c0c058e58d4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:0b3f45b266a9,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:808670cb37fe,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:7ae2eac1c580,is_mentioned_in,chunk:text_e0a76066f3cfad06,"{""chunk_id"": ""text_e0a76066f3cfad06"", ""source"": ""system"", ""confidence"": 1.0}"
entity:e907b79b7a7a,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:312351bff079,is_mentioned_in,chunk:text_29872c0c058e58d4,"{""chunk_id"": ""text_29872c0c058e58d4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:01c960bacf1c,is_mentioned_in,chunk:text_f88cbaaed11bd0f4,"{""chunk_id"": ""text_f88cbaaed11bd0f4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:4829322d03d1,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:e7a0ded3ac15,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:360ea7edd7be,is_mentioned_in,chunk:text_e0a76066f3cfad06,"{""chunk_id"": ""text_e0a76066f3cfad06"", ""source"": ""system"", ""confidence"": 1.0}"
entity:44820a9f7e20,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:80925570a92b,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:c2547d0f567b,is_mentioned_in,chunk:text_b0ab9641070144ff,"{""chunk_id"": ""text_b0ab9641070144ff"", ""source"": ""system"", ""confidence"": 1.0}"
entity:390095cb260a,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:fe1fd04a4f8a,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:7612e84033b6,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:2dc77d95031b,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:fc0f21105964,is_mentioned_in,chunk:text_a2e703dae45fcbc4,"{""chunk_id"": ""text_a2e703dae45fcbc4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:a87ff679a2f3,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:c75a6c8011b0,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:c2547d0f567b,is_mentioned_in,chunk:text_543d9f2b9dfe377c,"{""chunk_id"": ""text_543d9f2b9dfe377c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:3a3417f5f20a,is_mentioned_in,chunk:text_9ab15910bf64d9a9,"{""chunk_id"": ""text_9ab15910bf64d9a9"", ""source"": ""system"", ""confidence"": 1.0}"
entity:397d6041a78e,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:15de80db9ef1,is_mentioned_in,chunk:text_543d9f2b9dfe377c,"{""chunk_id"": ""text_543d9f2b9dfe377c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:d0bb80aabb86,is_mentioned_in,chunk:text_8bd28c112409cd24,"{""chunk_id"": ""text_8bd28c112409cd24"", ""source"": ""system"", ""confidence"": 1.0}"
entity:c9f0f895fb98,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:3027c17d7aae,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:684a72e08f24,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:fe7f2bba2acf,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:c51ce410c124,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:09300df44b9d,is_mentioned_in,chunk:text_8bd28c112409cd24,"{""chunk_id"": ""text_8bd28c112409cd24"", ""source"": ""system"", ""confidence"": 1.0}"
entity:07811dc6c422,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:48e261b365f4,is_mentioned_in,chunk:text_deed2b86ba9a1ba1,"{""chunk_id"": ""text_deed2b86ba9a1ba1"", ""source"": ""system"", ""confidence"": 1.0}"
entity:f7431b426629,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:4b4b8a410b94,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:fe7f2bba2acf,files_report,entity:fc0f21105964,"{""chunk_id"": ""text_a2e703dae45fcbc4"", ""source"": ""llm_triple"", ""confidence"": 0.7}"
entity:17d41a1f00e7,is_mentioned_in,chunk:text_9ab15910bf64d9a9,"{""chunk_id"": ""text_9ab15910bf64d9a9"", ""source"": ""system"", ""confidence"": 1.0}"
entity:1e014d9b768a,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:10cd395cf71c,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:c2547d0f567b,is_mentioned_in,chunk:text_1ff1bcf05f46464a,"{""chunk_id"": ""text_1ff1bcf05f46464a"", ""source"": ""system"", ""confidence"": 1.0}"
entity:b2145aac704c,is_mentioned_in,chunk:text_deed2b86ba9a1ba1,"{""chunk_id"": ""text_deed2b86ba9a1ba1"", ""source"": ""system"", ""confidence"": 1.0}"
entity:fe7f2bba2acf,is_mentioned_in,chunk:text_f88cbaaed11bd0f4,"{""chunk_id"": ""text_f88cbaaed11bd0f4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:edceb871872e,is_mentioned_in,chunk:text_8bd28c112409cd24,"{""chunk_id"": ""text_8bd28c112409cd24"", ""source"": ""system"", ""confidence"": 1.0}"
entity:7e288d63784f,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:a74634d28a95,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:9a7af4a945e5,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:e8fe2ff1521d,is_mentioned_in,chunk:text_e0a76066f3cfad06,"{""chunk_id"": ""text_e0a76066f3cfad06"", ""source"": ""system"", ""confidence"": 1.0}"
entity:d1a52956372a,is_mentioned_in,chunk:text_1ff1bcf05f46464a,"{""chunk_id"": ""text_1ff1bcf05f46464a"", ""source"": ""system"", ""confidence"": 1.0}"
entity:a6b1ec6ffee6,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:478418814097,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:6bbdfedc377a,is_mentioned_in,chunk:text_9ab15910bf64d9a9,"{""chunk_id"": ""text_9ab15910bf64d9a9"", ""source"": ""system"", ""confidence"": 1.0}"
entity:1679091c5a88,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:0e8d432cb312,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:fc0f21105964,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:5dec707028b0,is_mentioned_in,chunk:text_deed2b86ba9a1ba1,"{""chunk_id"": ""text_deed2b86ba9a1ba1"", ""source"": ""system"", ""confidence"": 1.0}"
entity:d3d9446802a4,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:10cd395cf71c,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:85af2a41aa9a,is_mentioned_in,chunk:text_f88cbaaed11bd0f4,"{""chunk_id"": ""text_f88cbaaed11bd0f4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:b96d802f1678,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:e81df55cbf0f,is_mentioned_in,chunk:text_f88cbaaed11bd0f4,"{""chunk_id"": ""text_f88cbaaed11bd0f4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:0662ee98df56,is_mentioned_in,chunk:text_8bd28c112409cd24,"{""chunk_id"": ""text_8bd28c112409cd24"", ""source"": ""system"", ""confidence"": 1.0}"
entity:80925570a92b,is_mentioned_in,chunk:text_29872c0c058e58d4,"{""chunk_id"": ""text_29872c0c058e58d4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:45c48cce2e2d,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:1e29bb869049,is_mentioned_in,chunk:text_8bd28c112409cd24,"{""chunk_id"": ""text_8bd28c112409cd24"", ""source"": ""system"", ""confidence"": 1.0}"
entity:e04d1bcee667,is_mentioned_in,chunk:text_543d9f2b9dfe377c,"{""chunk_id"": ""text_543d9f2b9dfe377c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:4b373b08dbcc,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:c6411ee33ebd,is_mentioned_in,chunk:text_e0a76066f3cfad06,"{""chunk_id"": ""text_e0a76066f3cfad06"", ""source"": ""system"", ""confidence"": 1.0}"
entity:8a7d7ba288ca,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:9533325cf033,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:a6a93d95eddd,is_mentioned_in,chunk:text_deed2b86ba9a1ba1,"{""chunk_id"": ""text_deed2b86ba9a1ba1"", ""source"": ""system"", ""confidence"": 1.0}"
entity:05cb7b5d8d76,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:f4734dd3da71,is_mentioned_in,chunk:text_8bd28c112409cd24,"{""chunk_id"": ""text_8bd28c112409cd24"", ""source"": ""system"", ""confidence"": 1.0}"
entity:140c1f12feeb,is_mentioned_in,chunk:text_29872c0c058e58d4,"{""chunk_id"": ""text_29872c0c058e58d4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:d3197fb64e03,is_mentioned_in,chunk:text_1ff1bcf05f46464a,"{""chunk_id"": ""text_1ff1bcf05f46464a"", ""source"": ""system"", ""confidence"": 1.0}"
entity:c9438da57127,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:301e7ea13aa7,is_mentioned_in,chunk:text_1ff1bcf05f46464a,"{""chunk_id"": ""text_1ff1bcf05f46464a"", ""source"": ""system"", ""confidence"": 1.0}"
entity:41b56f167933,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:9bf31c7ff062,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:a1c797734355,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:17693c91d920,is_mentioned_in,chunk:text_deed2b86ba9a1ba1,"{""chunk_id"": ""text_deed2b86ba9a1ba1"", ""source"": ""system"", ""confidence"": 1.0}"
entity:7099fc964e5a,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:629b1a809127,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:c2547d0f567b,is_mentioned_in,chunk:text_8bd28c112409cd24,"{""chunk_id"": ""text_8bd28c112409cd24"", ""source"": ""system"", ""confidence"": 1.0}"
entity:e7241178c51c,is_mentioned_in,chunk:text_2cb7b52c437a8c39,"{""chunk_id"": ""text_2cb7b52c437a8c39"", ""source"": ""system"", ""confidence"": 1.0}"
entity:baceea552101,is_mentioned_in,chunk:text_6088347e5a7592bd,"{""chunk_id"": ""text_6088347e5a7592bd"", ""source"": ""system"", ""confidence"": 1.0}"
entity:7d48a06fb4fe,is_mentioned_in,chunk:text_29872c0c058e58d4,"{""chunk_id"": ""text_29872c0c058e58d4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:312351bff079,is_mentioned_in,chunk:text_f88cbaaed11bd0f4,"{""chunk_id"": ""text_f88cbaaed11bd0f4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:3c6cfbc2415a,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:29fe03976d0e,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:07811dc6c422,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:2222a454a132,is_mentioned_in,chunk:text_b0ab9641070144ff,"{""chunk_id"": ""text_b0ab9641070144ff"", ""source"": ""system"", ""confidence"": 1.0}"
entity:7099fc964e5a,is_mentioned_in,chunk:text_a2e703dae45fcbc4,"{""chunk_id"": ""text_a2e703dae45fcbc4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:11a98374ebec,is_mentioned_in,chunk:text_e0a76066f3cfad06,"{""chunk_id"": ""text_e0a76066f3cfad06"", ""source"": ""system"", ""confidence"": 1.0}"
entity:f16bb687a5e2,is_mentioned_in,chunk:text_8bd28c112409cd24,"{""chunk_id"": ""text_8bd28c112409cd24"", ""source"": ""system"", ""confidence"": 1.0}"
entity:7b2fd4c83eaa,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:0e1983fea761,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:c31b32364ce1,is_mentioned_in,chunk:text_9ab15910bf64d9a9,"{""chunk_id"": ""text_9ab15910bf64d9a9"", ""source"": ""system"", ""confidence"": 1.0}"
entity:7d9ad0211d64,is_mentioned_in,chunk:text_9ab15910bf64d9a9,"{""chunk_id"": ""text_9ab15910bf64d9a9"", ""source"": ""system"", ""confidence"": 1.0}"
entity:2dd0692ccbad,is_mentioned_in,chunk:text_543d9f2b9dfe377c,"{""chunk_id"": ""text_543d9f2b9dfe377c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:c2547d0f567b,is_mentioned_in,chunk:text_2cb7b52c437a8c39,"{""chunk_id"": ""text_2cb7b52c437a8c39"", ""source"": ""system"", ""confidence"": 1.0}"
entity:b35e94103bdb,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:11a98374ebec,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:5531a5834816,is_mentioned_in,chunk:text_f88cbaaed11bd0f4,"{""chunk_id"": ""text_f88cbaaed11bd0f4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:02048dc8ebff,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:93c731f1c3a8,is_mentioned_in,chunk:text_aceddbbfc057d261,"{""chunk_id"": ""text_aceddbbfc057d261"", ""source"": ""system"", ""confidence"": 1.0}"
entity:1fcf2a723993,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:5ad2fe24f275,is_mentioned_in,chunk:text_f88cbaaed11bd0f4,"{""chunk_id"": ""text_f88cbaaed11bd0f4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:da40d009713f,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:c2547d0f567b,is_mentioned_in,chunk:text_deed2b86ba9a1ba1,"{""chunk_id"": ""text_deed2b86ba9a1ba1"", ""source"": ""system"", ""confidence"": 1.0}"
entity:7099fc964e5a,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:85743cf641d2,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:1960ac1e49d8,is_mentioned_in,chunk:text_8bd28c112409cd24,"{""chunk_id"": ""text_8bd28c112409cd24"", ""source"": ""system"", ""confidence"": 1.0}"
entity:fe7f2bba2acf,is_mentioned_in,chunk:text_9ab15910bf64d9a9,"{""chunk_id"": ""text_9ab15910bf64d9a9"", ""source"": ""system"", ""confidence"": 1.0}"
entity:9ed39e2ea931,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:31779ba13593,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:09401fded433,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:342b493a0a7c,is_mentioned_in,chunk:text_8bd28c112409cd24,"{""chunk_id"": ""text_8bd28c112409cd24"", ""source"": ""system"", ""confidence"": 1.0}"
entity:c2547d0f567b,is_mentioned_in,chunk:text_9ab15910bf64d9a9,"{""chunk_id"": ""text_9ab15910bf64d9a9"", ""source"": ""system"", ""confidence"": 1.0}"
